Municípios,Código municipal,UF,domicílios
São João do Rio do Peixe,2500700,PB,8523
São João do Sabugi,2412104,RN,2889
São João do Soter,2111078,MA,6375
São João do Sul,4216404,SC,4210
São João do Tigre,2514107,PB,2673
São João do Triunfo,4125100,PR,6050
São João dos Patos,2111102,MA,11364
São João Evangelista,3162807,MG,7660
São João Nepomuceno,3162906,MG,13101
São Joaquim,4216503,SC,12097
São Joaquim da Barra,3549409,SP,20014
São Joaquim de Bicas,3162922,MG,15400
São Joaquim do Monte,2613305,PE,9413
São Jorge,4318440,RS,1308
São Jorge d'Oeste,4125209,PR,4359
São Jorge do Ivaí,4125308,PR,2442
São Jorge do Patrocínio,4125357,PR,3034
São José,4216602,SC,120425
São José da Barra,3162948,MG,4197
São José da Bela Vista,3549508,SP,3327
São José da Boa Vista,4125407,PR,3149
São José da Coroa Grande,2613404,PE,11660
São José da Lagoa Tapada,2514206,PB,3355
São José da Laje,2708303,AL,8197
São José da Lapa,3162955,MG,10807
São José da Safira,3163003,MG,1732
São José da Tapera,2708402,AL,13162
São José da Varginha,3163102,MG,2497
São José da Vitória,2929354,BA,2938
São José das Missões,4318457,RS,1073
São José das Palmeiras,4125456,PR,1755
São José de Caiana,2514305,PB,2373
São José de Espinharas,2514404,PB,2045
São José de Mipibu,2412203,RN,20814
São José de Piranhas,2514503,PB,8952
São José de Princesa,2514552,PB,1762
São José de Ribamar,2111201,MA,102299
São José de Ubá,3305133,RJ,3440
São José do Alegre,3163201,MG,2012
São José do Barreiro,3549607,SP,2207
São José do Belmonte,2613503,PE,16790
São José do Bonfim,2514602,PB,1656
São José do Brejo do Cruz,2514651,PB,716
São José do Calçado,3204807,ES,5743
São José do Campestre,2412302,RN,5011
São José do Cedro,4216701,SC,5927
São José do Cerrito,4216800,SC,4663
São José do Divino,2210052,PI,2191
São José do Divino,3163300,MG,1879
São José do Egito,2613602,PE,16072
São José do Goiabal,3163409,MG,2537
São José do Herval,4318465,RS,986
São José do Hortêncio,4318481,RS,1972
São José do Inhacorá,4318499,RS,1091
São José do Jacuípe,2929370,BA,5698
São José do Jacuri,3163508,MG,2931
São José do Mantimento,3163607,MG,1311
São José do Norte,4318507,RS,15096
São José do Ouro,4318606,RS,3176
São José do Peixe,2210102,PI,1938
São José do Piauí,2210201,PI,3919
São José do Povo,5107297,MT,1679
São José do Rio Claro,5107305,MT,6377
São José do Rio Pardo,3549706,SP,22712
São José do Rio Preto,3549805,SP,220173
São José do Sabugi,2514701,PB,1805
São José do Seridó,2412401,RN,1846
São José do Sul,4318614,RS,1121
São José do Vale do Rio Preto,3305158,RJ,10116
São José do Xingu,5107354,MT,2696
São José dos Ausentes,4318622,RS,1962
São José dos Basílios,2111250,MA,2608
São José dos Campos,3549904,SP,282214
São José dos Cordeiros,2514800,PB,1945
São José dos Pinhais,4125506,PR,137156
São José dos Quatro Marcos,5107107,MT,8395
São José dos Ramos,2514453,PB,2477
São Julião,2210300,PI,3370
São Leopoldo,4318705,RS,98238
São Lourenço,3163706,MG,22452
São Lourenço da Mata,2613701,PE,51431
São Lourenço da Serra,3549953,SP,8623
São Lourenço do Oeste,4216909,SC,9974
São Lourenço do Piauí,2210359,PI,2151
São Lourenço do Sul,4318804,RS,19100
São Ludgero,4217006,SC,5268
São Luís,2111300,MA,406974
São Luís de Montes Belos,5220108,GO,16045
São Luís do Curu,2312601,CE,5280
São Luis do Piauí,2210375,PI,1197
São Luís do Quitunde,2708501,AL,10803
São Luís Gonzaga do Maranhão,2111409,MA,7188
São Luiz,1400605,RR,2591
São Luiz do Norte,5220157,GO,2280
São Luiz do Paraitinga,3550001,SP,6395
São Luiz Gonzaga,4318903,RS,15676
São Mamede,2514909,PB,3742
São Manoel do Paraná,4125555,PR,944
São Manuel,3550100,SP,16644
São Marcos,4319000,RS,9777
São Martinho,4217105,SC,1447
São Martinho,4319109,RS,2578
São Martinho da Serra,4319125,RS,1767
São Mateus,3204906,ES,62132
São Mateus do Maranhão,2111508,MA,14773
São Mateus do Sul,4125605,PR,18751
São Miguel,2412500,RN,10623
São Miguel Arcanjo,3550209,SP,14207
São Miguel da Baixa Grande,2210383,PI,1137
São Miguel da Boa Vista,4217154,SC,756
São Miguel das Matas,2929404,BA,4862
São Miguel das Missões,4319158,RS,3638
São Miguel de Taipu,2515005,PB,3158
São Miguel do Aleixo,2807006,SE,1868
São Miguel do Anta,3163805,MG,3000
São Miguel do Araguaia,5220207,GO,10684
São Miguel do Fidalgo,2210391,PI,1359
São Miguel do Gostoso,2412559,RN,4789
São Miguel do Guamá,1507607,PA,19551
São Miguel do Guaporé,1100320,RO,10321
São Miguel do Iguaçu,4125704,PR,12068
São Miguel do Oeste,4217204,SC,18908
São Miguel do Passa Quatro,5220264,GO,2206
São Miguel do Tapuio,2210409,PI,8292
São Miguel do Tocantins,1720200,TO,5594
São Miguel dos Campos,2708600,AL,19308
São Miguel dos Milagres,2708709,AL,4038
São Nicolau,4319208,RS,2616
São Patrício,5220280,GO,1114
São Paulo,3550308,SP,4996529
São Paulo das Missões,4319307,RS,2699
São Paulo de Olivença,1303908,AM,6845
São Paulo do Potengi,2412609,RN,7596
São Pedro,2412708,RN,2787
São Pedro,3550407,SP,19033
São Pedro da Água Branca,2111532,MA,4581
São Pedro da Aldeia,3305208,RJ,58519
São Pedro da Cipa,5107404,MT,1834
São Pedro da Serra,4319356,RS,1524
São Pedro da União,3163904,MG,2873
São Pedro das Missões,4319364,RS,779
São Pedro de Alcântara,4217253,SC,2577
São Pedro do Butiá,4319372,RS,1288
São Pedro do Iguaçu,4125753,PR,2671
São Pedro do Ivaí,4125803,PR,4012
São Pedro do Paraná,4125902,PR,1637
São Pedro do Piauí,2210508,PI,5547
São Pedro do Suaçuí,3164100,MG,2412
São Pedro do Sul,4319406,RS,8035
São Pedro do Turvo,3550506,SP,3414
São Pedro dos Crentes,2111573,MA,2071
São Pedro dos Ferros,3164001,MG,3328
São Rafael,2412807,RN,3634
São Raimundo das Mangabeiras,2111607,MA,7501
São Raimundo do Doca Bezerra,2111631,MA,2139
São Raimundo Nonato,2210607,PI,17600
São Roberto,2111672,MA,1831
São Romão,3164209,MG,3627
São Roque,3550605,SP,37379
São Roque de Minas,3164308,MG,4091
São Roque do Canaã,3204955,ES,4986
São Salvador do Tocantins,1720259,TO,1500
São Sebastião,2708808,AL,13474
São Sebastião,3550704,SP,53841
São Sebastião da Amoreira,4126009,PR,3462
São Sebastião da Bela Vista,3164407,MG,3400
São Sebastião da Boa Vista,1507706,PA,7825
São Sebastião da Grama,3550803,SP,5154
São Sebastião da Vargem Alegre,3164431,MG,1570
São Sebastião de Lagoa de Roça,2515104,PB,4733
São Sebastião do Alto,3305307,RJ,3923
São Sebastião do Anta,3164472,MG,3040
São Sebastião do Caí,4319505,RS,11515
São Sebastião do Maranhão,3164506,MG,4329
São Sebastião do Oeste,3164605,MG,5060
São Sebastião do Paraíso,3164704,MG,31687
São Sebastião do Passé,2929503,BA,20212
São Sebastião do Rio Preto,3164803,MG,860
São Sebastião do Rio Verde,3164902,MG,1252
São Sebastião do Tocantins,1720309,TO,1653
São Sebastião do Uatumã,1303957,AM,3237
São Sebastião do Umbuzeiro,2515203,PB,1923
São Sepé,4319604,RS,11247
São Simão,3550902,SP,6420
São Simão,5220405,GO,8262
São Tiago,3165008,MG,5769
São Tomás de Aquino,3165107,MG,3199
São Tomé,2412906,RN,4895
São Tomé,4126108,PR,2478
São Tomé das Letras,3165206,MG,4368
São Valentim,4319703,RS,1542
São Valentim do Sul,4319711,RS,1313
São Valério,1720499,TO,2297
São Valério do Sul,4319737,RS,937
São Vendelino,4319752,RS,1027
São Vicente,2413003,RN,3039
São Vicente,3551009,SP,146756
São Vicente de Minas,3165305,MG,3272
São Vicente do Seridó,2515401,PB,4388
São Vicente do Sul,4319802,RS,4247
São Vicente Ferrer,2111706,MA,7567
São Vicente Férrer,2613800,PE,6830
Sapé,2515302,PB,20115
Sapeaçu,2929602,BA,8010
Sapezal,5107875,MT,10984
Sapiranga,4319901,RS,32510
Sapopema,4126207,PR,2983
Sapucaí-Mirim,3165404,MG,3756
Sapucaia,1507755,PA,2117
Sapucaia,3305406,RJ,9097
Sapucaia do Sul,4320008,RS,57410
Saquarema,3305505,RJ,63705
Sarandi,4126256,PR,49850
Sarandi,4320107,RS,9559
Sarapuí,3551108,SP,5664
Sardoá,3165503,MG,2475
Sarutaiá,3551207,SP,1799
Sarzedo,3165537,MG,15183
Sátiro Dias,2929701,BA,8006
Satuba,2708907,AL,9263
Satubinha,2111722,MA,3078
Saubara,2929750,BA,13627
Saudade do Iguaçu,4126272,PR,2681
Saudades,4217303,SC,3885
Saúde,2929800,BA,5949
Schroeder,4217402,SC,7348
Seabra,2929909,BA,22493
Seara,4217501,SC,7524
Sebastianópolis do Sul,3551306,SP,1667
Sebastião Barros,2210623,PI,1387
Sebastião Laranjeiras,2930006,BA,4737
Sebastião Leal,2210631,PI,2107
Seberi,4320206,RS,5501
Sede Nova,4320230,RS,1220
Segredo,4320263,RS,2719
Selbach,4320305,RS,2194
Selvíria,5007802,MS,3834
Sem-Peixe,3165560,MG,1357
Sena Madureira,1200500,AC,14886
Senador Alexandre Costa,2111748,MA,3951
Senador Amaral,3165578,MG,2666
Senador Canedo,5220454,GO,59910
Senador Cortes,3165602,MG,1021
Senador Elói de Souza,2413102,RN,2730
Senador Firmino,3165701,MG,4032
Senador Georgino Avelino,2413201,RN,1525
Senador Guiomard,1200450,AC,9223
Senador José Bento,3165800,MG,1049
Senador José Porfírio,1507805,PA,8991
Senador La Rocque,2111763,MA,6123
Senador Modestino Gonçalves,3165909,MG,2258
Senador Pompeu,2312700,CE,11741
Senador Rui Palmeira,2708956,AL,4818
Senador Sá,2312809,CE,3266
Senador Salgado Filho,4320321,RS,1274
Sengés,4126306,PR,7555
Senhor do Bonfim,2930105,BA,35063
Senhora de Oliveira,3166006,MG,2762
Senhora do Porto,3166105,MG,1569
Senhora dos Remédios,3166204,MG,4835
Sentinela do Sul,4320354,RS,2965
Sento Sé,2930204,BA,14445
Serafina Corrêa,4320404,RS,6939
Sericita,3166303,MG,3175
Seringueiras,1101500,RO,5190
Sério,4320453,RS,984
Seritinga,3166402,MG,931
Seropédica,3305554,RJ,39947
Serra,3205002,ES,224439
Serra Alta,4217550,SC,1351
Serra Azul,3551405,SP,4557
Serra Azul de Minas,3166501,MG,1741
Serra Branca,2515500,PB,7053
Serra Caiada,2410306,RN,3930
Serra da Raiz,2515609,PB,1338
Serra da Saudade,3166600,MG,576
Serra de São Bento,2413300,RN,2787
Serra do Mel,2413359,RN,5757
Serra do Navio,1600055,AP,1850
Serra do Ramalho,2930154,BA,15253
Serra do Salitre,3166808,MG,5322
Serra dos Aimorés,3166709,MG,3436
Serra Dourada,2930303,BA,8197
Serra Grande,2515708,PB,1491
Serra Negra,3551603,SP,16536
Serra Negra do Norte,2413409,RN,3098
Serra Nova Dourada,5107883,MT,885
Serra Preta,2930402,BA,7667
Serra Redonda,2515807,PB,3370
Serra Talhada,2613909,PE,43638
Serrana,3551504,SP,17106
Serrania,3166907,MG,3433
Serrano do Maranhão,2111789,MA,3953
Serranópolis,5220504,GO,4278
Serranópolis de Minas,3166956,MG,2062
Serranópolis do Iguaçu,4126355,PR,2079
Serranos,3167004,MG,1100
Serraria,2515906,PB,2305
Serrinha,2413508,RN,3098
Serrinha,2930501,BA,39114
Serrinha dos Pintos,2413557,RN,2168
Serrita,2614006,PE,8111
Serro,3167103,MG,10198
Serrolândia,2930600,BA,7616
Sertaneja,4126405,PR,3042
Sertânia,2614105,PE,16397
Sertanópolis,4126504,PR,7543
Sertão,4320503,RS,2817
Sertão Santana,4320552,RS,3098
Sertãozinho,2515930,PB,2241
Sertãozinho,3551702,SP,53601
Sete Barras,3551801,SP,6418
Sete de Setembro,4320578,RS,832
Sete Lagoas,3167202,MG,97409
Sete Quedas,5007703,MS,3907
Setubinha,3165552,MG,4034
Severiano de Almeida,4320602,RS,1731
Severiano Melo,2413607,RN,2603
Severínia,3551900,SP,5844
Siderópolis,4217600,SC,6003
Sidrolândia,5007901,MS,20027
Sigefredo Pacheco,2210656,PI,4362
Silva Jardim,3305604,RJ,12176
Silvânia,5220603,GO,11743
Silvanópolis,1720655,TO,2344
Silveira Martins,4320651,RS,1075
Silveirânia,3167301,MG,1233
Silveiras,3552007,SP,3489
Silves,1304005,AM,3923
Silvianópolis,3167400,MG,3436
Simão Dias,2807105,SE,19708
Simão Pereira,3167509,MG,1672
Simões,2210706,PI,6165
Simões Filho,2930709,BA,56268
Simolândia,5220686,GO,2571
Simonésia,3167608,MG,8993
Simplício Mendes,2210805,PI,5739
Sinimbu,4320677,RS,4043
Sinop,5107909,MT,77480
Siqueira Campos,4126603,PR,10349
Sirinhaém,2614204,PE,15823
Siriri,2807204,SE,3584
Sítio d'Abadia,5220702,GO,1586
Sítio do Mato,2930758,BA,5361
Sítio do Quinto,2930766,BA,6875
Sítio Novo,2111805,MA,6515
Sítio Novo,2413706,RN,2340
Sítio Novo do Tocantins,1720804,TO,3777
Sobradinho,2930774,BA,10245
Sobradinho,4320701,RS,6430
Sobrado,2515971,PB,3525
Sobral,2312908,CE,84238
Sobrália,3167707,MG,2736
Socorro,3552106,SP,20774
Socorro do Piauí,2210904,PI,2110
Solânea,2516003,PB,12012
Soledade,2516102,PB,6439
Soledade,4320800,RS,13831
Soledade de Minas,3167806,MG,3060
Solidão,2614402,PE,2727
Solonópole,2313005,CE,8201
Sombrio,4217709,SC,12348
Sonora,5007935,MS,6790
Sooretama,3205010,ES,11027
Sorocaba,3552205,SP,307419
Sorriso,5107925,MT,41141
Sossêgo,2516151,PB,1605
Soure,1507904,PA,9360
Sousa,2516201,PB,28624
Souto Soares,2930808,BA,8504
Sucupira,1720853,TO,848
Sucupira do Norte,2111904,MA,4346
Sucupira do Riachão,2111953,MA,2302
Sud Mennucci,3552304,SP,3467
Sul Brasil,4217758,SC,1084
Sulina,4126652,PR,1548
Sumaré,3552403,SP,112489
Sumé,2516300,PB,8982
Sumidouro,3305703,RJ,7209
Surubim,2614501,PE,28761
Sussuapara,2210938,PI,2916
Suzanápolis,3552551,SP,1637
Suzano,3552502,SP,122708
Tabaí,4320859,RS,2237
Tabaporã,5107941,MT,4486
Tabapuã,3552601,SP,5536
Tabatinga,1304062,AM,17096
Tabatinga,3552700,SP,6766
Tabira,2614600,PE,13811
Taboão da Serra,3552809,SP,111510
Tabocão,1708254,TO,1485
Tabocas do Brejo Velho,2930907,BA,5239
Taboleiro Grande,2413805,RN,1062
Tabuleiro,3167905,MG,2268
Tabuleiro do Norte,2313104,CE,15326
Tacaimbó,2614709,PE,6988
Tacaratu,2614808,PE,9939
Taciba,3552908,SP,2962
Tacima,2516409,PB,3769
Tacuru,5007950,MS,3800
Taguaí,3553005,SP,4872
Taguatinga,1720903,TO,6680
Taiaçu,3553104,SP,2567
Tailândia,1507953,PA,24962
Taió,4217808,SC,7929
Taiobeiras,3168002,MG,14456
Taipas do Tocantins,1720937,TO,860
Taipu,2413904,RN,4986
Taiúva,3553203,SP,2632
Talismã,1720978,TO,1376
Tamandaré,2614857,PE,16747
Tamarana,4126678,PR,4843
Tambaú,3553302,SP,9183
Tamboara,4126702,PR,2220
Tamboril,2313203,CE,10998
Tamboril do Piauí,2210953,PI,1569
Tanabi,3553401,SP,12243
Tangará,2414001,RN,6115
Tangará,4217907,SC,3631
Tangará da Serra,5107958,MT,42130
Tanguá,3305752,RJ,14449
Tanhaçu,2931004,BA,9419
Tanque d'Arca,2709004,AL,2841
Tanque do Piauí,2210979,PI,1488
Tanque Novo,2931053,BA,7332
Tanquinho,2931103,BA,3354
Taparuba,3168051,MG,1807
Tapauá,1304104,AM,5983
Tapejara,4126801,PR,6925
Tapejara,4320909,RS,10309
Tapera,4321006,RS,4492
Taperoá,2516508,PB,7326
Taperoá,2931202,BA,8585
Tapes,4321105,RS,8696
Tapira,3168101,MG,2193
Tapira,4126900,PR,2762
Tapiraí,3168200,MG,1085
Tapiraí,3553500,SP,4266
Tapiramutá,2931301,BA,6216
Tapiratiba,3553609,SP,5255
Tapurah,5108006,MT,5572
Taquara,4321204,RS,26859
Taquaraçu de Minas,3168309,MG,3801
Taquaral,3553658,SP,1085
Taquaral de Goiás,5221007,GO,2071
Taquarana,2709103,AL,8593
Taquari,4321303,RS,12189
Taquaritinga,3553708,SP,23210
Taquaritinga do Norte,2615003,PE,13632
Taquarituba,3553807,SP,9658
Taquarivaí,3553856,SP,2957
Taquaruçu do Sul,4321329,RS,1356
Taquarussu,5007976,MS,1889
Tarabai,3553906,SP,2889
Tarauacá,1200609,AC,13618
Tarrafas,2313252,CE,3755
Tartarugalzinho,1600709,AP,4235
Tarumã,3553955,SP,5960
Tarumirim,3168408,MG,6897
Tasso Fragoso,2112001,MA,3510
Tatuí,3554003,SP,54084
Tauá,2313302,CE,27061
Taubaté,3554102,SP,133141
Tavares,2516607,PB,6892
Tavares,4321352,RS,3471
Tefé,1304203,AM,21101
Teixeira,2516706,PB,6734
Teixeira de Freitas,2931350,BA,64915
Teixeira Soares,4127007,PR,4077
Teixeiras,3168507,MG,5943
Teixeirópolis,1101559,RO,2031
Tejuçuoca,2313351,CE,7683
Tejupá,3554201,SP,2116
Telêmaco Borba,4127106,PR,30251
Telha,2807303,SE,1411
Tenente Ananias,2414100,RN,4119
Tenente Laurentino Cruz,2414159,RN,2523
Tenente Portela,4321402,RS,6016
Tenório,2516755,PB,1451
Teodoro Sampaio,2931400,BA,3909
Teodoro Sampaio,3554300,SP,9903
Teofilândia,2931509,BA,10528
Teófilo Otoni,3168606,MG,60684
Teolândia,2931608,BA,5611
Teotônio Vilela,2709152,AL,14783
Terenos,5008008,MS,9007
Teresina,2211001,PI,355470
Teresina de Goiás,5221080,GO,1349
Teresópolis,3305802,RJ,88293
Terezinha,2615102,PE,2806
Terezópolis de Goiás,5221197,GO,3544
Terra Alta,1507961,PA,4759
Terra Boa,4127205,PR,7488
Terra de Areia,4321436,RS,6286
Terra Nova,2615201,PE,3555
Terra Nova,2931707,BA,5310
Terra Nova do Norte,5108055,MT,4837
Terra Rica,4127304,PR,6957
Terra Roxa,3554409,SP,3549
Terra Roxa,4127403,PR,7867
Terra Santa,1507979,PA,6421
Tesouro,5108105,MT,1740
Teutônia,4321451,RS,14303
Theobroma,1101609,RO,4385
Tianguá,2313401,CE,32536
Tibagi,4127502,PR,9059
Tibau,2411056,RN,5700
Tibau do Sul,2414209,RN,8966
Tietê,3554508,SP,16093
Tigrinhos,4217956,SC,968
Tijucas,4218004,SC,21174
Tijucas do Sul,4127601,PR,9643
Timbaúba,2615300,PE,19212
Timbaúba dos Batistas,2414308,RN,1029
Timbé do Sul,4218103,SC,2544
Timbiras,2112100,MA,9533
Timbó,4218202,SC,18380
Timbó Grande,4218251,SC,3058
Timburi,3554607,SP,1497
Timon,2112209,MA,68052
Timóteo,3168705,MG,33133
Tio Hugo,4321469,RS,1567
Tiradentes,3168804,MG,4526
Tiradentes do Sul,4321477,RS,2487
Tiros,3168903,MG,4355
Tobias Barreto,2807402,SE,23721
Tocantínia,1721109,TO,2774
Tocantinópolis,1721208,TO,8619
Tocantins,3169000,MG,7579
Tocos do Moji,3169059,MG,1894
Toledo,3169109,MG,3780
Toledo,4127700,PR,63726
Tomar do Geru,2807501,SE,5999
Tomazina,4127809,PR,4258
Tombos,3169208,MG,4357
Tomé-Açu,1508001,PA,24276
Tonantins,1304237,AM,3848
Toritama,2615409,PE,16963
Torixoréu,5108204,MT,2404
Toropi,4321493,RS,1546
Torre de Pedra,3554656,SP,1411
Torres,4321501,RS,32149
Torrinha,3554706,SP,4330
Touros,2414407,RN,14455
Trabiju,3554755,SP,787
Tracuateua,1508035,PA,10705
Tracunhaém,2615508,PE,5610
Traipu,2709202,AL,9978
Trairão,1508050,PA,5936
Trairi,2313500,CE,25960
Trajano de Moraes,3305901,RJ,5775
Tramandaí,4321600,RS,49316
Travesseiro,4321626,RS,1090
Tremedal,2931806,BA,8557
Tremembé,3554805,SP,17826
Três Arroios,4321634,RS,1271
Três Barras,4218301,SC,7549
Três Barras do Paraná,4127858,PR,5492
Três Cachoeiras,4321667,RS,5012
Três Corações,3169307,MG,32109
Três Coroas,4321709,RS,11088
Três de Maio,4321808,RS,11036
Três Forquilhas,4321832,RS,1560
Três Fronteiras,3554904,SP,3308
Três Lagoas,5008305,MS,59627
Três Marias,3169356,MG,15121
Três Palmeiras,4321857,RS,2017
Três Passos,4321907,RS,11224
Três Pontas,3169406,MG,23885
Três Ranchos,5221304,GO,2809
Três Rios,3306008,RJ,34575
Treviso,4218350,SC,1769
Treze de Maio,4218400,SC,3082
Treze Tílias,4218509,SC,3674
Trindade,2615607,PE,13982
Trindade,5221403,GO,61811
Trindade do Sul,4321956,RS,3445
Triunfo,2516805,PB,4039
Triunfo,2615706,PE,7500
Triunfo,4322004,RS,13318
Triunfo Potiguar,2414456,RN,1500
Trizidela do Vale,2112233,MA,8626
Trombas,5221452,GO,1654
Trombudo Central,4218608,SC,3090
Tubarão,4218707,SC,48567
Tucano,2931905,BA,25332
Tucumã,1508084,PA,14743
Tucunduva,4322103,RS,2558
Tucuruí,1508100,PA,34412
Tufilândia,2112274,MA,2053
Tuiuti,3554953,SP,3939
Tumiritinga,3169505,MG,3075
Tunápolis,4218756,SC,1974
Tunas,4322152,RS,1679
Tunas do Paraná,4127882,PR,2774
Tuneiras do Oeste,4127908,PR,3658
Tuntum,2112308,MA,14550
Tupã,3555000,SP,28592
Tupaciguara,3169604,MG,12258
Tupanatinga,2615805,PE,9057
Tupanci do Sul,4322186,RS,682
Tupanciretã,4322202,RS,9606
Tupandi,4322251,RS,2131
Tuparendi,4322301,RS,3833
Tuparetama,2615904,PE,3925
Tupãssi,4127957,PR,3421
Tupi Paulista,3555109,SP,6898
Tupirama,1721257,TO,828
Tupiratins,1721307,TO,971
Turiaçu,2112407,MA,11177
Turilândia,2112456,MA,7729
Turiúba,3555208,SP,1230
Turmalina,3169703,MG,10620
Turmalina,3555307,SP,962
Turuçu,4322327,RS,1497
Tururu,2313559,CE,7212
Turvânia,5221502,GO,2340
Turvelândia,5221551,GO,2383
Turvo,4127965,PR,6091
Turvo,4218806,SC,5442
Turvolândia,3169802,MG,2650
Tutóia,2112506,MA,18615
Uarini,1304260,AM,3830
Uauá,2932002,BA,12224
Ubá,3169901,MG,47481
Ubaí,3170008,MG,5034
Ubaíra,2932101,BA,9400
Ubaitaba,2932200,BA,8799
Ubajara,2313609,CE,13424
Ubaporanga,3170057,MG,6046
Ubarana,3555356,SP,2489
Ubatã,2932309,BA,7687
Ubatuba,3555406,SP,79563
Uberaba,3170107,MG,152552
Uberlândia,3170206,MG,336870
Ubirajara,3555505,SP,2375
Ubiratã,4128005,PR,10487
Ubiretama,4322343,RS,874
Uchoa,3555604,SP,4702
Uibaí,2932408,BA,6933
Uiramutã,1400704,RR,3403
Uirapuru,5221577,GO,1494
Uiraúna,2516904,PB,6756
Ulianópolis,1508126,PA,10653
Umari,2313708,CE,3139
Umarizal,2414506,RN,4667
Umbaúba,2807600,SE,10353
Umburanas,2932457,BA,7259
Umburatiba,3170305,MG,1334
Umbuzeiro,2517001,PB,4130
Umirim,2313757,CE,7600
Umuarama,4128104,PR,52387
Una,2932507,BA,10753
Unaí,3170404,MG,39753
União,2211100,PI,17499
União da Serra,4322350,RS,578
União da Vitória,4128203,PR,23401
União de Minas,3170438,MG,2051
União do Oeste,4218855,SC,1156
União do Sul,5108303,MT,1786
União dos Palmares,2709301,AL,25138
União Paulista,3555703,SP,722
Uniflor,4128302,PR,1003
Unistalda,4322376,RS,1083
Upanema,2414605,RN,6102
Uraí,4128401,PR,4918
Urandi,2932606,BA,6840
Urânia,3555802,SP,4171
Urbano Santos,2112605,MA,11217
Uru,3555901,SP,866
Uruaçu,5221601,GO,20432
Uruana,5221700,GO,6519
Uruana de Minas,3170479,MG,1746
Uruará,1508159,PA,19612
Urubici,4218905,SC,5727
Uruburetama,2313807,CE,7969
Urucânia,3170503,MG,4157
Urucará,1304302,AM,5090
Uruçuca,2932705,BA,11653
Uruçuí,2211209,PI,10089
Urucuia,3170529,MG,4691
Urucurituba,1304401,AM,5619
Uruguaiana,4322400,RS,47276
Uruoca,2313906,CE,5936
Urupá,1101708,RO,5041
Urupema,4218954,SC,1406
Urupês,3556008,SP,6339
Urussanga,4219002,SC,9080
Urutaí,5221809,GO,2212
Utinga,2932804,BA,8205
Vacaria,4322509,RS,27701
Vale de São Domingos,5108352,MT,1413
Vale do Anari,1101757,RO,3914
Vale do Paraíso,1101807,RO,3453
Vale do Sol,4322533,RS,4565
Vale Real,4322541,RS,2682
Vale Verde,4322525,RS,2059
Valença,2932903,BA,44994
Valença,3306107,RJ,34123
Valença do Piauí,2211308,PI,10429
Valente,2933000,BA,12277
Valentim Gentil,3556107,SP,6127
Valinhos,3556206,SP,53724
Valparaíso,3556305,SP,8601
Valparaíso de Goiás,5221858,GO,87494
Vanini,4322558,RS,913
Vargeão,4219101,SC,1425
Vargem,3556354,SP,5244
Vargem,4219150,SC,1306
Vargem Alegre,3170578,MG,2949
Vargem Alta,3205036,ES,9294
Vargem Bonita,3170602,MG,1403
Vargem Bonita,4219176,SC,1930
Vargem Grande,2112704,MA,15952
Vargem Grande do Rio Pardo,3170651,MG,1931
Vargem Grande do Sul,3556404,SP,16991
Vargem Grande Paulista,3556453,SP,21049
Varginha,3170701,MG,60249
Varjão,5221908,GO,2409
Varjão de Minas,3170750,MG,3083
Varjota,2313955,CE,7488
Varre-Sai,3306156,RJ,4512
Várzea,2414704,RN,2238
Várzea,2517100,PB,1354
Várzea Alegre,2314003,CE,17842
Várzea Branca,2211357,PI,2230
Várzea da Palma,3170800,MG,15975
Várzea da Roça,2933059,BA,7179
Várzea do Poço,2933109,BA,4723
Várzea Grande,2211407,PI,2446
Várzea Grande,5108402,MT,126140
Várzea Nova,2933158,BA,7207
Várzea Paulista,3556503,SP,44554
Varzedo,2933174,BA,4655
Varzelândia,3170909,MG,9043
Vassouras,3306206,RJ,17727
Vazante,3171006,MG,9660
Venâncio Aires,4322608,RS,32569
Venda Nova do Imigrante,3205069,ES,10255
Venha-Ver,2414753,RN,1384
Ventania,4128534,PR,4166
Venturosa,2616001,PE,6952
Vera,5108501,MT,5050
Vera Cruz,2414803,RN,4507
Vera Cruz,2933208,BA,44910
Vera Cruz,3556602,SP,4140
Vera Cruz,4322707,RS,11913
Vera Cruz do Oeste,4128559,PR,3817
Vera Mendes,2211506,PI,1784
Veranópolis,4322806,RS,11225
Verdejante,2616100,PE,4278
Verdelândia,3171030,MG,3661
Verê,4128609,PR,3412
Vereda,2933257,BA,3132
Veredinha,3171071,MG,3204
Veríssimo,3171105,MG,2144
Vermelho Novo,3171154,MG,2216
Vertente do Lério,2616183,PE,3706
Vertentes,2616209,PE,10046
Vespasiano,3171204,MG,53169
Vespasiano Corrêa,4322855,RS,815
Viadutos,4322905,RS,2293
Viamão,4323002,RS,107264
Viana,2112803,MA,19228
Viana,3205101,ES,30162
Vianópolis,5222005,GO,6815
Vicência,2616308,PE,11274
Vicente Dutra,4323101,RS,2379
Vicentina,5008404,MS,2992
Vicentinópolis,5222054,GO,3810
Viçosa,2414902,RN,788
Viçosa,2709400,AL,9954
Viçosa,3171303,MG,40375
Viçosa do Ceará,2314102,CE,22760
Victor Graeff,4323200,RS,1328
Vidal Ramos,4219200,SC,3004
Videira,4219309,SC,23365
Vieiras,3171402,MG,1851
Vieirópolis,2517209,PB,2216
Vigia,1508209,PA,19269
Vila Bela da Santíssima Trindade,5105507,MT,7172
Vila Boa,5222203,GO,1953
Vila Flor,2415008,RN,1177
